Time,Solar,Wind,Geothermal,Biomass,Biogas,Small hydro,Coal,Nuclear,Natural Gas,Large Hydro,Batteries,Imports,Other
00:00,-19,4957,753,167,153,225,-2,1640,5829,2954,748,5793,0
00:05,-21,5026,752,166,154,226,-1,1640,5102,2919,2114,5394,0
00:10,-22,5066,750,170,153,227,-1,1639,4868,2801,2787,5232,0
00:15,-22,5072,749,169,153,226,-2,1639,4786,2728,2657,5481,0
00:20,-22,5079,749,169,153,226,-2,1640,4712,2745,2471,5675,0
00:25,-22,5082,748,166,153,226,-2,1640,4708,2767,2256,5696,0
00:30,-22,5083,748,167,153,226,-2,1639,4710,2767,1997,5856,0
00:35,-22,5128,748,169,154,226,-1,1640,4720,2763,1778,5928,0
00:40,-22,5173,750,168,153,226,0,1640,4713,2762,1580,5963,0
00:45,-22,5162,749,169,153,225,0,1640,4612,2758,1423,6141,0
00:50,-22,5134,750,165,153,225,0,1640,4526,2721,1516,6039,0
00:55,-22,5134,750,166,153,225,0,1641,4494,2745,1469,6035,0
01:00,-22,5106,749,167,154,225,0,1633,4476,2722,1380,6107,0
01:05,-23,5110,750,167,153,225,0,1663,4419,2702,1485,6026,0
01:10,-23,5035,750,168,153,225,0,1670,4300,2703,1456,6212,0
01:15,-23,4947,749,169,153,225,0,1668,4218,2679,1543,6180,0
01:20,-26,4883,749,165,152,226,0,1669,4218,2665,1404,6338,0
01:25,-30,4846,749,165,153,225,0,1669,4303,2679,1235,6300,0
01:30,-30,4762,749,166,153,225,0,1669,4399,2690,1147,6297,0
01:35,-30,4688,750,166,153,226,0,1669,4333,2684,1019,6484,0
01:40,-30,4614,749,166,153,226,1,1669,4361,2684,925,6525,0
01:45,-29,4576,749,167,153,226,0,1671,4354,2653,909,6496,0
01:50,-29,4550,749,168,153,225,0,1674,4279,2671,913,6489,0
01:55,-30,4541,749,170,153,225,0,1677,4264,2669,833,6520,0
02:00,-29,4481,749,170,153,225,0,1689,4274,2670,801,6499,0
02:05,-29,4376,749,168,153,225,1,1704,4272,2657,781,6571,0
02:10,-30,4306,749,166,153,225,1,1715,4271,2638,857,6574,0
02:15,-30,4239,748,168,153,225,1,1724,4265,2619,1048,6380,0
02:20,-30,4168,749,170,153,225,1,1735,4222,2648,849,6558,0
02:25,-29,4039,749,170,153,225,1,1745,4184,2663,716,6754,0
02:30,-28,3950,749,170,153,226,1,1758,4162,2659,681,6850,0
02:35,-28,3899,749,170,153,225,1,1772,4133,2645,676,6870,0
02:40,-28,3853,749,169,153,225,1,1787,4144,2614,690,6839,0
02:45,-28,3814,750,169,153,225,1,1801,4138,2630,666,6841,0
02:50,-28,3767,750,172,153,225,1,1816,4133,2639,613,6874,0
02:55,-28,3744,750,173,153,225,1,1830,4127,2640,590,6875,0
03:00,-28,3767,750,173,153,224,1,1846,4114,2634,526,6854,0
03:05,-28,3778,751,174,153,225,1,1861,4086,2611,544,6841,0
03:10,-28,3793,750,173,153,224,1,1875,4088,2634,473,6854,0
03:15,-29,3743,750,173,153,225,0,1890,4069,2643,316,7068,0
03:20,-28,3721,751,174,152,225,1,1904,4063,2641,232,7162,0
03:25,-28,3683,750,173,152,224,0,1921,4062,2647,230,7133,0
03:30,-28,3712,750,175,152,225,1,1936,4062,2649,204,7099,0
03:35,-29,3786,751,173,152,225,1,1952,4060,2610,146,7007,0
03:40,-29,3891,750,172,153,224,1,1965,4003,2650,65,7035,0
03:45,-29,3972,750,173,153,224,1,1980,3963,2652,-54,7045,0
03:50,-29,4009,749,173,153,224,0,1994,4011,2654,-219,7099,0
03:55,-29,4022,750,173,153,224,1,2010,4056,2619,-158,6995,0
04:00,-29,4014,750,171,153,224,0,2025,4068,2552,-175,7037,0
04:05,-30,4041,751,175,152,225,1,2041,4073,2529,-10,6910,0
04:10,-30,4067,751,175,153,226,1,2056,4077,2539,24,6866,0
04:15,-30,4108,751,175,153,226,1,2071,4056,2522,36,6883,0
04:20,-30,4104,751,174,153,226,1,2086,4004,2511,96,6882,0
04:25,-30,4104,751,173,153,226,1,2100,3980,2501,119,6871,0
04:30,-30,4096,751,175,153,226,1,2114,4022,2486,214,6758,0
04:35,-31,4107,751,174,153,226,1,2130,4066,2499,152,6770,0
04:40,-31,4126,751,175,153,226,1,2146,4077,2500,155,6735,0
04:45,-30,4108,751,173,153,226,0,2161,4075,2497,207,6671,0
04:50,-30,4062,751,171,153,225,1,2175,4077,2477,242,6668,0
04:55,-30,4066,749,170,153,225,1,2190,4078,2445,230,6712,0
05:00,-30,4066,750,169,153,225,0,2203,4075,2383,212,6829,0
05:05,-29,4081,751,169,153,226,1,2219,4075,2365,256,6864,0
05:10,-29,4057,751,168,152,223,1,2232,4076,2388,276,6924,0
05:15,-30,3941,751,165,153,223,1,2245,4076,2389,314,6998,0
05:20,-29,3857,753,166,152,223,1,2256,4068,2377,396,7036,0
05:25,-29,3767,756,158,152,223,1,2263,4070,2377,439,7111,0
05:30,-29,3779,757,159,152,224,0,2268,4272,2397,390,6980,0
05:35,-29,3801,751,159,152,223,1,2273,4435,2387,162,7086,0
05:40,-29,3761,751,160,152,223,1,2275,4423,2395,188,7180,0
05:45,-29,3730,751,157,152,223,1,2271,4441,2407,236,7165,0
05:50,-29,3685,751,158,152,223,1,2266,4478,2395,351,7104,0
05:55,-30,3676,751,157,152,223,1,2266,4509,2398,457,7016,0
06:00,-30,3587,751,156,153,223,0,2266,4526,2433,696,6890,0
06:05,-29,3559,751,157,152,223,1,2266,4498,2498,1012,6728,0
06:10,-29,3631,751,157,153,221,0,2267,4463,2465,1338,6597,0
06:15,-29,3657,751,157,152,220,1,2269,4486,2472,1441,6551,0
06:20,-29,3653,751,157,151,220,1,2269,4868,2531,1226,6390,0
06:25,-30,3629,751,157,151,220,1,2271,4888,2570,1176,6489,0
06:30,-30,3580,750,158,152,220,1,2270,4812,2596,1213,6653,0
06:35,-30,3599,750,156,152,220,1,2271,4872,2627,1137,6652,0
06:40,-30,3599,750,158,151,221,1,2272,4891,2644,1204,6610,0
06:45,-29,3570,749,157,152,220,0,2271,4893,2621,1320,6549,0
06:50,-23,3591,749,158,152,220,1,2274,4883,2649,1373,6541,0
06:55,-5,3631,749,156,152,220,1,2273,4830,2641,1477,6498,0
07:00,49,3663,749,155,152,220,1,2272,4894,2617,1413,6508,0
07:05,150,3682,752,157,152,220,1,2273,4945,2566,1514,6507,0
07:10,332,3698,754,157,151,218,1,2272,4951,2528,1476,6471,0
07:15,603,3692,753,155,151,216,1,2273,4949,2560,1356,6402,0
07:20,971,3683,748,156,152,215,1,2272,4937,2556,1159,6325,0
07:25,1490,3654,745,158,151,216,1,2271,4931,2541,953,6049,0
07:30,2081,3641,740,159,151,216,1,2270,4915,2517,609,5890,0
07:35,2761,3641,736,156,152,215,1,2270,4519,2459,388,5883,0
07:40,3504,3657,735,149,152,215,0,2270,4176,2454,163,5739,0
07:45,4331,3645,735,149,151,215,0,2270,4061,2396,-290,5499,0
07:50,5208,3613,735,149,152,216,1,2270,3677,2346,-542,5229,0
07:55,6049,3578,735,148,151,215,0,2270,3369,2381,-605,4595,0
08:00,6947,3535,736,149,152,215,1,2270,3222,2307,-318,3616,0
08:05,7877,3510,743,149,151,214,1,2269,2978,2174,279,2805,0
08:10,8730,3488,740,152,151,209,0,2269,2845,2064,378,2074,0
08:15,9743,3465,741,153,151,209,1,2269,2753,2010,135,1459,0
08:20,10606,3433,740,151,152,209,1,2267,2731,1956,-737,1371,0
08:25,11564,3408,738,152,152,208,1,2268,2702,1903,-1620,1167,0
08:30,12285,3331,738,154,152,209,1,2267,2660,1825,-2421,1207,0
08:35,12767,3280,737,152,151,209,1,2266,2579,1830,-2852,1158,0
08:40,13239,3200,738,150,152,209,0,2267,2489,1813,-3055,937,0
08:45,13449,3080,738,149,152,208,1,2266,2422,1836,-3234,899,0
08:50,13475,3017,739,149,152,209,2,2266,2360,1850,-3599,1153,0
08:55,13271,3006,740,147,152,209,1,2266,2281,1808,-3368,1150,0
09:00,13420,2972,740,149,152,209,1,2266,2209,1799,-3452,997,0
09:05,13709,2908,740,147,152,208,1,2267,2036,1715,-3444,930,0
09:10,14018,2885,740,146,152,207,0,2266,1889,1596,-3569,891,0
09:15,14208,2862,740,147,152,206,0,2266,1809,1534,-3740,912,0
09:20,13906,2856,740,149,153,206,1,2265,1872,1507,-3976,1181,0
09:25,13644,2853,740,152,152,206,2,2265,1859,1535,-4135,1406,0
09:30,13490,2720,740,152,152,206,2,2264,1829,1576,-4194,1583,0
09:35,13331,2718,740,153,152,206,1,2265,1837,1562,-4202,1453,0
09:40,13206,2709,739,155,153,203,1,2265,1831,1553,-4355,1511,0
09:45,13035,2708,739,153,152,203,1,2266,1791,1537,-4570,1728,0
09:50,12901,2725,739,148,152,204,2,2266,1757,1509,-4637,1781,0
09:55,12857,2716,739,149,152,203,1,2268,1695,1494,-4704,1821,0
10:00,12813,2684,740,151,153,204,1,2268,1613,1515,-4695,1858,0
10:05,13213,2650,740,151,153,204,1,2268,1488,1541,-4619,1451,0
10:10,13488,2570,740,151,153,203,1,2268,1372,1527,-4542,1053,0
10:15,13546,2583,740,151,152,202,1,2270,1344,1506,-4479,786,0
10:20,13317,2593,740,148,151,203,1,2269,1380,1517,-4473,820,0
10:25,13001,2560,739,150,152,202,1,2271,1383,1519,-4285,772,0
10:30,12808,2463,739,155,152,203,1,2270,1422,1535,-4152,723,0
10:35,12514,2437,739,152,152,202,1,2271,1476,1519,-4013,583,0
10:40,12707,2447,740,153,152,202,1,2272,1478,1512,-4199,423,0
10:45,12683,2393,739,151,152,202,0,2272,1429,1491,-4326,535,0
10:50,12427,2360,739,150,152,202,1,2272,1396,1477,-4499,811,0
10:55,12340,2348,739,150,152,201,1,2272,1397,1512,-4651,937,0
11:00,12165,2316,739,149,152,201,0,2273,1389,1514,-4488,783,0
11:05,12287,2321,740,146,152,201,0,2275,1253,1498,-4018,295,0
11:10,12662,2313,739,147,152,200,0,2275,1011,1509,-4134,82,0
