Time,Solar,Wind,Geothermal,Biomass,Biogas,Small hydro,Coal,Nuclear,Natural gas,Large hydro,Batteries,Imports,Other
00:00,0,2109,983,357,244,368,18,2280,6721,2721,-6,9322,0
00:05,0,2112,982,357,243,378,18,2280,6451,2829,40,9359,0
00:10,0,2113,982,357,245,378,19,2280,6339,2908,74,9289,0
00:15,0,2159,982,356,243,379,19,2279,6075,2924,89,9348,0
00:20,0,2174,981,356,244,378,19,2280,6045,2887,65,9162,0
00:25,0,2171,981,357,244,377,18,2280,6143,2794,34,9139,0
00:30,0,2175,982,358,243,376,18,2280,6129,2764,29,9106,0
00:35,0,2169,980,357,243,376,18,2281,6062,2761,25,9060,0
00:40,0,2113,981,355,244,377,18,2281,5942,2790,30,9068,0
00:45,0,2059,981,355,244,377,18,2280,5858,2798,31,9101,0
00:50,0,2016,980,356,243,377,18,2281,5804,2807,42,9092,0
00:55,0,1933,980,357,243,377,17,2281,5761,2791,31,9096,0
01:00,0,1914,980,356,244,377,18,2280,5728,2806,32,9062,0
01:05,0,1916,979,355,243,377,18,2280,5812,2822,24,8874,0
01:10,0,1935,980,354,244,377,18,2281,5864,2855,29,8717,0
01:15,0,1985,981,354,244,377,19,2281,5707,2829,36,8670,0
01:20,0,2044,980,355,244,376,18,2281,5583,2811,35,8681,0
01:25,0,2077,980,355,244,379,19,2280,5526,2791,17,8607,0
01:30,0,2074,981,356,244,380,18,2281,5554,2789,22,8531,0
01:35,0,2096,981,354,244,381,18,2280,5492,2754,17,8507,0
01:40,0,2118,980,353,244,380,17,2280,5421,2730,19,8536,0
01:45,0,2166,981,357,244,382,17,2279,5297,2707,24,8502,0
01:50,0,2182,982,356,244,383,17,2280,5161,2702,18,8554,0
01:55,0,2235,981,357,244,382,18,2279,5036,2687,20,8557,0
02:00,0,2287,982,356,244,383,17,2279,4973,2682,20,8518,0
02:05,0,2319,982,356,243,383,18,2279,4864,2627,17,8526,0
02:10,0,2322,983,353,243,383,18,2279,4913,2600,14,8497,0
02:15,0,2317,982,354,243,383,17,2279,4983,2669,23,8321,0
02:20,0,2304,982,355,243,383,18,2279,4918,2700,24,8232,0
02:25,0,2309,981,357,244,380,18,2279,4915,2707,24,8178,0
02:30,0,2330,980,357,244,379,17,2279,4880,2708,24,8138,0
02:35,0,2348,981,358,244,379,18,2279,4824,2702,24,8107,0
02:40,0,2352,982,358,244,379,18,2279,4801,2707,24,8040,0
02:45,0,2349,982,356,244,379,18,2280,4760,2707,23,8047,0
02:50,0,2341,981,356,244,379,18,2280,4762,2707,24,8020,0
02:55,0,2350,981,356,244,377,17,2279,4759,2689,20,7972,0
03:00,0,2354,981,355,244,376,18,2279,4773,2634,15,7931,0
03:05,0,2346,981,358,244,377,18,2279,4731,2544,17,8020,0
03:10,0,2335,981,360,244,375,18,2279,4734,2508,14,8061,0
03:15,0,2316,982,361,244,375,18,2279,4765,2505,19,8025,0
03:20,0,2290,982,362,244,376,18,2279,4785,2503,19,7982,0
03:25,0,2268,982,360,244,375,18,2279,4810,2498,12,7970,0
03:30,0,2199,983,361,244,375,19,2279,4811,2504,18,7991,0
03:35,0,2139,984,360,244,376,18,2279,4825,2517,1,8003,0
03:40,0,2098,984,359,243,379,18,2279,4837,2506,-11,8028,0
03:45,0,2087,984,361,243,379,18,2279,4814,2483,-22,8059,0
03:50,0,2111,984,360,243,380,18,2279,4762,2448,-15,8079,0
03:55,0,2102,984,359,243,379,18,2279,4732,2426,-15,8130,0
04:00,0,2097,984,362,243,379,18,2280,4742,2420,-12,8144,0
04:05,0,2115,985,363,244,379,18,2279,4796,2445,-10,8075,0
04:10,0,2098,985,365,243,380,18,2278,4830,2484,-8,8051,0
04:15,0,2074,984,363,243,380,18,2279,4873,2471,2,8031,0
04:20,0,2067,984,363,243,380,17,2278,4943,2469,12,7977,0
04:25,0,2065,984,363,244,378,17,2280,4977,2465,17,7934,0
04:30,0,2051,985,364,244,377,18,2278,4954,2472,6,7964,0
04:35,0,2025,984,364,244,378,18,2279,4897,2462,-8,8078,0
04:40,0,2027,985,362,243,378,18,2280,4933,2465,-13,8071,0
04:45,0,2030,984,361,244,380,17,2280,4955,2451,-17,8056,0
04:50,0,2036,984,362,244,379,17,2279,4946,2484,-13,8057,0
04:55,0,2036,985,365,244,380,17,2279,4908,2479,-13,8108,0
05:00,0,2036,986,368,243,379,17,2280,4865,2498,1,8152,0
05:05,0,1994,985,374,243,379,18,2279,4855,2617,-2,8204,0
05:10,0,1935,986,373,243,380,18,2280,4756,2639,18,8337,0
05:15,0,1927,986,373,244,380,19,2279,4718,2648,20,8396,0
05:20,0,1956,986,372,243,379,18,2279,4755,2586,-11,8418,0
05:25,0,1973,987,370,243,378,18,2279,4915,2540,-52,8416,0
05:30,0,1960,988,371,243,378,18,2278,4913,2546,-42,8443,0
05:35,0,1956,988,372,243,378,18,2279,4894,2557,-24,8423,0
05:40,0,1955,989,372,243,378,18,2277,4873,2570,-2,8365,0
05:45,0,1950,987,372,243,378,18,2278,4770,2577,0,8376,0
05:50,4,1946,990,373,243,378,18,2279,4792,2580,1,8290,0
05:55,28,1936,990,372,243,379,18,2279,4906,2531,-39,8183,0
06:00,88,1931,989,376,244,377,17,2279,5106,2480,-32,8020,0
06:05,177,1927,991,382,244,376,18,2279,5340,2581,3,7687,0
06:10,296,1913,990,384,244,392,17,2278,5395,2649,48,7423,0
06:15,442,1899,991,389,244,403,18,2278,5334,2664,53,7284,0
06:20,620,1902,992,390,244,403,18,2278,5174,2660,50,7235,0
06:25,815,1900,991,390,244,405,17,2278,5086,2650,29,7197,0
06:30,1027,1907,990,389,243,408,17,2278,5023,2619,-31,7163,0
06:35,1241,1915,990,392,243,408,17,2278,4911,2568,-46,7203,0
06:40,1471,1876,991,390,243,409,17,2278,4833,2535,-39,7164,0
06:45,1707,1864,990,387,244,410,17,2278,4687,2580,-41,7107,0
06:50,1972,1868,990,389,244,410,17,2277,4506,2570,-42,7035,0
06:55,2228,1879,990,390,245,409,17,2278,4421,2515,-42,6918,0
07:00,2516,1911,991,387,245,408,17,2278,4340,2376,-40,6800,0
07:05,2792,1924,990,388,245,396,17,2278,4296,2163,-46,6872,0
07:10,3093,1935,989,387,245,377,16,2278,4370,2127,-58,6759,0
07:15,3431,1954,989,391,245,377,16,2278,4102,2124,-23,6664,0
07:20,3777,1944,989,390,245,378,17,2277,3927,2126,-8,6454,0
07:25,4092,1947,988,389,245,378,17,2278,3762,2098,-12,6341,0
07:30,4415,1971,988,392,245,378,17,2277,3663,2078,-27,6162,0
07:35,4719,1988,989,391,245,378,17,2278,3534,2088,-7,5969,0
07:40,5021,1964,988,391,245,377,17,2278,3331,2081,-4,5930,0
07:45,5306,1927,988,389,245,377,16,2278,3340,2111,18,5697,0
07:50,5556,1872,988,387,245,377,18,2277,3225,2073,-13,5656,0
07:55,5800,1848,988,387,246,370,18,2278,3232,2099,-1,5470,0
08:00,6004,1849,987,388,245,350,18,2277,3192,2131,13,5326,0
08:05,6171,1840,987,388,245,336,18,2277,3093,1969,-10,5549,0
08:10,6397,1818,986,389,244,335,19,2278,3146,1911,-28,5571,0
08:15,6636,1798,987,390,245,336,18,2277,3091,1895,-28,5456,0
08:20,6797,1776,987,390,244,337,17,2278,3121,1913,-29,5314,0
08:25,6975,1752,987,391,244,337,17,2278,3039,1861,-31,5301,0
08:30,7186,1741,987,390,245,336,16,2278,2908,1797,-28,5315,0
08:35,7418,1712,986,390,245,336,17,2278,2881,1837,-37,5170,0
08:40,7563,1697,987,391,245,337,16,2278,2872,1869,-34,5033,0
08:45,7716,1678,985,391,245,337,17,2278,2862,1906,-28,4877,0
08:50,7879,1659,985,391,245,337,18,2278,2845,1946,27,4651,0
08:55,8040,1645,986,391,245,337,18,2278,2662,1965,12,4629,0
09:00,8116,1617,986,390,245,337,18,2278,2610,1985,5,4652,0
09:05,8146,1617,984,392,245,334,17,2278,2671,1934,-44,4734,0
09:10,8249,1625,979,390,244,334,18,2279,2751,1883,-79,4731,0
09:15,8314,1600,984,386,245,335,18,2279,2763,1882,-60,4753,0
09:20,8477,1616,984,382,245,337,17,2279,2643,1820,-30,4678,0
09:25,8620,1636,984,382,244,337,17,2279,2642,1785,-61,4632,0
09:30,8696,1652,983,381,245,337,17,2279,2715,1863,-73,4451,0
09:35,8685,1694,984,379,242,336,16,2280,2696,1908,-49,4352,0
09:40,8670,1692,984,377,241,337,17,2278,2705,1963,25,4254,0
09:45,8634,1692,984,380,241,338,17,2279,2682,1985,15,4245,0
09:50,8583,1684,983,381,241,337,18,2278,2669,1981,42,4318,0
09:55,8491,1677,982,381,243,338,18,2279,2609,1970,29,4393,0
10:00,8601,1691,982,381,245,338,17,2279,2644,1930,-40,4313,0
10:05,8730,1698,982,381,244,335,17,2279,2577,1804,-71,4474,0
10:10,8799,1707,981,378,243,333,17,2278,2637,1756,-111,4550,0
10:15,8775,1716,981,380,243,332,17,2278,2598,1859,-58,4494,0
10:20,8846,1706,981,379,243,334,17,2279,2532,1890,-32,4352,0
10:25,8916,1703,979,380,243,332,17,2278,2445,1779,-44,4478,0
10:30,8935,1724,979,381,243,331,17,2278,2385,1736,-41,4603,0
10:35,9026,1746,978,380,243,330,16,2278,2389,1780,-28,4420,0
10:40,9099,1805,978,380,243,331,17,2278,2384,1795,-21,4233,0
10:45,9185,1844,979,381,243,331,17,2278,2392,1819,-13,4117,0
10:50,9174,1872,977,380,243,331,17,2278,2279,1909,-18,4121,0
10:55,9151,1882,978,380,243,332,17,2278,2188,1929,1,4165,0
11:00,9221,1897,978,377,243,331,17,2277,2073,1885,4,4155,0
11:05,9291,1936,978,374,243,331,17,2278,2052,1829,-27,4188,0
11:10,9339,1963,978,371,242,331,17,2277,2048,1717,-49,4221,0
11:15,9457,2024,978,372,243,330,17,2279,2105,1726,-77,4093,0
11:20,9556,2063,977,371,242,330,17,2278,2061,1717,-40,3954,0
11:25,9591,2074,976,370,242,331,17,2278,2063,1742,-20,3842,0
11:30,9683,2104,976,372,242,332,18,2278,2047,1752,-17,3738,0
11:35,9683,2164,975,373,243,333,18,2278,2051,1768,-62,3663,0
11:40,9669,2195,974,372,243,333,18,2278,2023,1724,-71,3715,0
11:45,9719,2266,974,372,243,330,18,2279,1988,1713,-28,3644,0
11:50,9761,2336,974,373,243,330,18,2279,1922,1713,-14,3553,0
11:55,9782,2441,974,374,242,330,18,2279,1906,1720,-26,3395,0
12:00,9764,2472,974,373,242,330,18,2278,2022,1771,-73,3299,0
12:05,9721,2570,975,370,243,332,18,2278,2046,1795,-54,3152,0
12:10,9639,2619,974,371,242,334,18,2278,2046,1885,-13,2994,0
12:15,9623,2719,974,370,242,335,18,2277,1974,1904,-1,2886,0
12:20,9682,2791,974,370,242,336,18,2277,1911,1873,-12,2840,0
12:25,9783,2825,975,372,241,336,18,2277,1952,1835,-33,2793,0
12:30,9730,2881,975,371,241,336,17,2278,1968,1860,-30,2720,0
12:35,9667,2927,974,369,241,337,17,2278,1956,1916,24,2655,0
12:40,9764,2978,974,364,242,341,18,2277,1900,1917,-1,2502,0
12:45,9815,2982,975,365,241,336,18,2278,1973,1908,-4,2455,0
12:50,9680,3039,973,365,241,338,18,2277,1950,1914,17,2527,0
12:55,9593,3104,974,362,241,339,18,2278,1976,1963,42,2470,0
13:00,9611,3154,974,358,241,336,17,2277,1873,1940,26,2417,0
13:05,9557,3204,974,362,241,335,18,2278,1965,1901,1,2382,0
13:10,9645,3246,974,360,241,334,18,2278,1970,1893,-1,2303,0
13:15,9757,3353,974,358,241,331,18,2278,1903,1868,-32,2231,0
13:20,9805,3422,973,358,241,330,17,2279,1897,1838,-64,2221,0
13:25,9691,3429,973,359,241,328,17,2279,1912,1875,-6,2234,0
13:30,9717,3419,973,361,241,328,18,2278,1961,1904,36,2125,0
13:35,9781,3408,973,361,242,328,17,2279,1935,1886,5,2090,0
13:40,9808,3449,972,360,241,325,17,2279,1956,1876,-1,2068,0
13:45,9887,3450,972,359,242,324,17,2279,1981,1874,-1,2033,0
13:50,9912,3483,973,360,241,325,17,2279,1967,1884,-1,1985,0
13:55,9928,3487,973,362,241,324,17,2279,1961,1887,12,2004,0
14:00,9800,3488,974,364,240,325,17,2279,2058,1922,44,2039,0
14:05,9690,3482,974,365,241,327,18,2279,2106,2049,71,1990,0
14:10,9646,3477,973,365,240,330,18,2280,1983,2079,82,2098,0
14:15,9715,3523,973,365,241,331,19,2279,1873,2016,44,2259,0
14:20,9622,3564,973,363,242,331,18,2279,1848,1984,22,2462,0
14:25,9644,3567,973,362,241,331,18,2279,1875,1975,0,2455,0
14:30,9715,3559,972,360,241,330,18,2279,1879,1953,-13,2482,0
