Time,Solar,Wind,Geothermal,Biomass,Biogas,Small hydro,Coal,Nuclear,Natural Gas,Large Hydro,Batteries,Imports,Other
00:00,-60,4589,792,267,159,317,0,2269,7395,3434,1791,6273,0
00:05,-60,4547,788,268,159,317,0,2267,7229,3467,2183,6204,0
00:10,-59,4513,788,268,160,324,0,2267,6925,3444,2635,6207,0
00:15,-60,4491,788,269,159,324,0,2269,6913,3425,2488,6232,0
00:20,-59,4510,789,269,159,326,0,2268,7051,3413,2311,6211,0
00:25,-60,4545,788,269,159,326,0,2270,7124,3393,2305,6018,0
00:30,-60,4497,787,270,159,325,0,2270,7151,3400,2164,6065,0
00:35,-60,4489,786,269,159,325,0,2270,7155,3402,1992,6073,0
00:40,-60,4444,786,269,159,325,0,2269,7162,3412,1791,6160,0
00:45,-60,4383,787,267,160,325,0,2270,7089,3411,1637,6322,0
00:50,-60,4359,786,266,159,326,0,2269,7005,3398,1572,6366,0
00:55,-60,4282,787,266,159,325,0,2269,6985,3384,1448,6467,0
01:00,-60,4238,789,268,159,324,0,2268,7002,3306,1392,6547,0
01:05,-61,4201,789,270,160,325,0,2269,7016,3254,1449,6549,0
01:10,-62,4166,790,268,161,327,0,2271,7023,3147,1455,6647,0
01:15,-62,4147,789,268,160,327,0,2270,6989,3126,1447,6605,0
01:20,-63,4091,790,269,160,326,0,2271,6884,3125,1468,6588,0
01:25,-63,4028,791,268,160,327,0,2270,6849,3098,1386,6647,0
01:30,-62,4052,790,267,160,329,0,2271,6870,2970,1229,6789,0
01:35,-62,4039,790,266,160,328,0,2270,6907,2813,1227,6828,0
01:40,-62,4037,790,266,161,328,0,2269,6938,2820,1087,6798,0
01:45,-62,3989,789,267,160,327,0,2269,6917,2820,919,6910,0
01:50,-62,3997,789,268,160,328,0,2270,6923,2818,812,6908,0
01:55,-62,4000,789,267,160,328,0,2271,6912,2819,692,6928,0
02:00,-62,3995,789,267,160,328,0,2269,6898,2819,490,7051,0
02:05,-62,3985,790,267,160,327,0,2270,6830,2880,299,7179,0
02:10,-62,3962,789,268,159,326,0,2270,6733,2922,78,7332,0
02:15,-62,3916,792,269,159,325,0,2271,6649,2942,-23,7352,0
02:20,-62,3906,791,266,159,325,0,2271,6579,2932,-49,7351,0
02:25,-62,3897,790,268,161,325,0,2270,6567,2933,-74,7296,0
02:30,-62,3894,791,273,161,324,0,2270,6529,2921,-121,7306,0
02:35,-62,3939,791,275,161,323,0,2269,6444,2907,-152,7305,0
02:40,-62,3949,791,273,160,323,0,2271,6370,2880,-181,7364,0
02:45,-62,3950,791,275,160,322,0,2271,6256,2885,-160,7374,0
02:50,-62,3938,792,275,160,322,0,2272,6148,2896,-169,7393,0
02:55,-62,3927,791,274,160,323,0,2272,6126,2908,-200,7362,0
03:00,-62,3891,790,273,160,323,0,2273,6120,2897,-173,7287,0
03:05,-62,3886,790,274,161,324,0,2272,6184,2809,48,7083,0
03:10,-62,3878,790,273,160,325,0,2272,6237,2705,197,6942,0
03:15,-62,3881,790,272,160,325,0,2271,6239,2688,157,6910,0
03:20,-62,3864,790,274,160,324,0,2272,6233,2693,92,6938,0
03:25,-62,3850,789,273,160,324,0,2271,6230,2695,41,6926,0
03:30,-62,3817,789,272,160,323,0,2271,6250,2683,-107,6986,0
03:35,-62,3779,789,275,160,324,0,2271,6245,2679,-228,7041,0
03:40,-62,3782,788,275,160,323,0,2271,6236,2685,-276,7011,0
03:45,-62,3775,790,276,160,323,0,2270,6234,2692,-282,6995,0
03:50,-62,3833,790,276,160,324,0,2270,6234,2696,-365,6959,0
03:55,-62,3841,792,275,160,324,0,2272,6237,2706,-450,6975,0
04:00,-62,3849,792,276,160,323,0,2271,6302,2650,-387,6854,0
04:05,-62,3858,791,276,159,323,0,2272,6171,2635,-248,6871,0
04:10,-61,3852,792,276,157,323,0,2273,6033,2697,-105,6861,0
04:15,-61,3867,791,275,155,324,0,2271,6032,2712,-103,6812,0
04:20,-61,3885,792,274,155,324,0,2272,6077,2706,-115,6767,0
04:25,-61,3869,792,276,154,323,0,2271,6042,2706,-144,6856,0
04:30,-61,3826,792,278,155,324,0,2270,6070,2711,-144,6812,0
04:35,-61,3791,792,276,156,324,0,2270,6069,2715,-91,6779,0
04:40,-61,3754,792,277,155,324,0,2271,6065,2711,-65,6774,0
04:45,-62,3727,791,275,155,324,0,2271,5998,2699,-39,6849,0
04:50,-61,3704,791,274,155,323,0,2271,6012,2697,-49,6859,0
04:55,-62,3643,790,273,155,323,0,2272,5992,2700,-19,6937,0
05:00,-61,3571,790,275,155,320,0,2273,5968,2672,5,7048,0
05:05,-61,3533,791,274,155,315,0,2273,5881,2675,206,7021,0
05:10,-61,3482,792,276,155,310,0,2274,5856,2714,299,6953,0
05:15,-62,3424,793,275,155,306,0,2271,5880,2750,294,6938,0
05:20,-63,3393,791,277,154,306,0,2271,5916,2771,301,6934,0
05:25,-63,3366,794,276,153,307,0,2271,5958,2757,224,7016,0
05:30,-63,3339,793,275,154,308,0,2270,5996,2795,209,6994,0
05:35,-63,3298,794,276,154,308,0,2271,6011,2796,207,7043,0
05:40,-63,3265,794,276,154,306,0,2270,6010,2787,188,7140,0
05:45,-63,3235,793,277,154,305,0,2271,6012,2806,203,7121,0
05:50,61,3212,793,277,155,304,0,2272,6017,2817,222,7121,0
05:55,-64,3208,793,276,154,305,0,2271,6040,2817,147,7178,0
06:00,-62,3189,795,276,154,305,0,2272,6127,2752,238,7205,0
06:05,-59,3192,804,278,155,305,0,2271,6170,2751,549,7084,0
06:10,-8,3178,812,278,155,305,0,2272,6179,2772,610,7094,0
06:15,-14,3150,811,276,154,306,0,2271,6185,2762,645,7073,0
06:20,56,3121,810,275,154,307,0,2270,6171,2748,571,7119,0
06:25,197,3118,808,277,153,307,0,2271,6109,2739,449,7176,0
06:30,446,3093,793,276,153,307,0,2270,6072,2732,296,7076,0
06:35,781,3042,798,275,154,306,0,2271,6047,2739,263,6825,0
06:40,1215,3010,793,274,153,305,0,2270,5897,2747,150,6671,0
06:45,1746,2954,800,274,153,305,0,2270,5595,2752,68,6579,0
06:50,2403,2907,795,275,154,306,0,2270,5332,2744,-115,6476,0
06:55,3111,2853,793,274,153,305,0,2270,5177,2666,-277,6213,0
07:00,3858,2815,793,277,154,304,0,2271,5062,2563,-420,5852,0
07:05,4691,2769,793,277,155,305,0,2271,4979,2216,-338,5471,0
07:10,5576,2743,793,276,156,280,0,2271,4901,1988,-284,4992,0
07:15,6492,2732,793,275,153,278,0,2271,4708,1875,-495,4645,0
