Time,Solar,Wind,Geothermal,Biomass,Biogas,Small hydro,Coal,Nuclear,Natural gas,Large hydro,Batteries,Imports,Other
00:00,0,2722,943,307,234,273,20,2241,9814,2255,-43,8963,0
00:05,0,2725,942,310,234,281,20,2244,9793,2202,-24,8930,0
00:10,0,2710,941,309,234,284,20,2242,9756,2138,51,8972,0
00:15,0,2696,942,307,234,286,19,2242,9561,2215,86,8879,0
00:20,0,2707,943,308,235,287,19,2243,9392,2291,78,8869,0
00:25,0,2692,943,310,234,284,19,2243,9276,2236,54,8886,0
00:30,0,2673,942,309,235,282,19,2243,9200,2185,-20,8993,0
00:35,0,2656,938,309,235,282,19,2243,9197,2174,-54,9010,0
00:40,0,2656,943,310,235,281,20,2243,9143,2148,-63,8943,0
00:45,0,2656,944,307,234,284,20,2243,9164,2138,-47,8787,0
00:50,0,2662,944,307,235,284,20,2243,9127,2152,-16,8663,0
00:55,0,2642,944,307,235,284,19,2243,9125,2137,-17,8586,0
01:00,0,2609,945,308,234,283,19,2242,9099,2140,-1,8444,0
01:05,0,2550,944,308,235,283,20,2244,9115,2078,-2,8442,0
01:10,0,2516,941,308,235,283,20,2243,9193,2083,-2,8305,0
01:15,0,2498,937,310,234,283,19,2243,9202,2087,4,8169,0
01:20,0,2486,940,312,235,283,19,2243,9194,2062,-16,8136,0
01:25,0,2463,939,317,235,283,18,2243,9147,2063,-18,8087,0
01:30,0,2437,940,318,235,282,18,2245,9138,2060,-24,8054,0
01:35,0,2421,942,320,236,277,20,2244,9124,2068,-5,7937,0
01:40,0,2405,944,321,236,277,20,2243,9059,2073,-2,7943,0
01:45,0,2380,945,325,237,275,20,2244,8995,2075,1,7917,0
01:50,0,2358,945,324,237,277,18,2244,8937,2071,-7,7955,0
01:55,0,2323,945,326,237,279,18,2244,8967,2070,-10,7863,0
02:00,0,2289,946,326,238,280,18,2244,8929,1996,-1,7865,0
02:05,0,2267,946,329,237,296,18,2244,8910,1854,0,7958,0
02:10,0,2273,947,329,237,300,18,2244,8941,1867,-2,7902,0
02:15,0,2262,947,329,237,296,18,2244,8976,1874,-1,7817,0
02:20,0,2254,947,331,238,296,18,2244,8934,1875,-1,7799,0
02:25,0,2221,947,334,238,300,18,2245,8907,1865,-1,7801,0
02:30,0,2168,947,336,238,300,18,2245,8876,1857,0,7842,0
02:35,0,2130,947,335,238,300,18,2245,8860,1863,0,7791,0
02:40,0,2120,948,332,238,302,18,2245,8798,1854,0,7824,0
02:45,0,2105,947,329,238,302,18,2245,8721,1844,-16,7892,0
02:50,0,2074,947,327,238,303,19,2245,8687,1846,-21,7929,0
02:55,0,2045,948,327,239,302,19,2245,8665,1837,-21,7937,0
03:00,0,2011,949,328,239,301,19,2245,8690,1818,-2,7889,0
03:05,0,1968,948,328,239,301,20,2245,8745,1786,-6,7881,0
03:10,0,1932,947,328,239,303,20,2246,8762,1727,-1,7936,0
03:15,0,1895,948,329,238,303,20,2246,8790,1698,-1,7955,0
03:20,0,1866,948,329,238,303,19,2246,8828,1693,1,7909,0
03:25,0,1854,948,328,239,303,19,2246,8857,1702,-12,7910,0
03:30,0,1833,949,329,238,303,19,2246,8843,1726,-17,7869,0
03:35,0,1832,949,329,238,303,19,2247,8909,1723,-20,7812,0
03:40,0,1833,949,330,238,303,18,2246,8961,1695,-30,7750,0
03:45,0,1801,950,333,238,300,19,2247,8956,1695,5,7740,0
03:50,0,1777,950,332,238,299,19,2247,8997,1715,31,7703,0
03:55,0,1755,951,332,238,301,19,2247,8926,1728,57,7742,0
04:00,0,1752,952,334,237,301,19,2246,8924,1682,11,7811,0
04:05,0,1745,951,336,237,304,20,2247,9129,1535,31,8034,0
04:10,0,1755,950,337,237,305,20,2248,9325,1499,51,8105,0
04:15,0,1754,950,338,238,301,19,2247,9305,1476,14,8165,0
04:20,0,1742,950,339,237,299,19,2248,9347,1456,-6,8243,0
04:25,0,1724,951,340,237,299,18,2249,9379,1446,-33,8335,0
04:30,0,1705,952,339,237,299,18,2249,9429,1452,-6,8358,0
04:35,0,1685,951,340,237,298,18,2249,9417,1459,0,8412,0
04:40,0,1674,948,338,237,299,18,2249,9424,1473,1,8477,0
04:45,0,1654,945,339,237,299,18,2250,9489,1483,1,8416,0
04:50,0,1631,938,337,238,299,18,2250,9583,1482,-22,8402,0
04:55,0,1619,938,339,238,299,18,2250,9613,1505,-35,8477,0
05:00,0,1619,938,341,237,299,18,2250,9572,1593,-31,8650,0
05:05,0,1576,938,343,237,299,18,2250,9479,1986,-13,8424,0
05:10,0,1574,938,345,237,311,19,2249,9224,2275,21,8349,0
05:15,0,1565,937,343,238,341,18,2250,9192,2300,5,8394,0
05:20,0,1555,937,345,237,341,18,2249,9291,2327,3,8426,0
05:25,0,1555,938,344,238,341,19,2250,9304,2321,0,8470,0
05:30,0,1544,937,344,237,342,18,2250,9499,2300,-7,8414,0
05:35,0,1492,939,345,237,345,18,2250,9633,2328,17,8453,0
05:40,0,1467,940,343,237,347,19,2250,9680,2350,35,8560,0
05:45,0,1445,939,342,237,346,18,2251,9688,2325,4,8706,0
05:50,0,1406,939,342,236,346,18,2250,9793,2328,3,8786,0
05:55,0,1389,939,342,237,343,18,2251,9779,2314,-14,8977,0
06:00,0,1338,939,344,237,342,18,2251,9781,2239,-56,9313,0
06:05,0,1304,938,335,237,345,18,2251,9772,2268,-29,9761,0
06:10,0,1284,940,336,237,378,19,2251,9744,2428,28,9922,0
06:15,0,1269,938,339,237,388,19,2250,9480,2512,71,10191,0
06:20,0,1251,941,339,237,388,18,2252,9429,2507,58,10311,0
06:25,1,1229,940,339,238,389,18,2251,9499,2472,29,10407,0
06:30,30,1198,940,339,236,389,18,2251,9621,2464,15,10364,0
06:35,99,1181,940,339,238,390,18,2252,9753,2409,-35,10366,0
06:40,196,1157,938,338,236,390,18,2251,9832,2418,-47,10365,0
06:45,331,1137,940,338,236,386,18,2253,9895,2458,-46,10247,0
06:50,506,1114,939,337,236,385,18,2253,9910,2450,-37,10185,0
06:55,698,1099,942,337,234,387,17,2253,9939,2410,-35,10076,0
07:00,918,1091,943,336,231,387,17,2253,10106,2313,-37,9886,0
07:05,1169,1076,941,336,232,383,18,2254,10173,2310,-42,9864,0
07:10,1428,1069,942,332,231,384,18,2253,10146,2455,-45,9777,0
07:15,1751,1047,941,336,231,383,18,2253,9918,2422,-36,9718,0
07:20,2077,1025,941,336,231,382,17,2254,9780,2400,-35,9636,0
07:25,2419,1005,940,332,229,383,16,2254,9615,2390,-35,9505,0
07:30,2759,1008,939,334,230,384,16,2253,9442,2361,-35,9383,0
07:35,3099,1005,938,336,229,383,16,2253,9144,2351,-35,9420,0
07:40,3446,987,938,337,229,383,16,2253,8935,2348,-35,9348,0
07:45,3762,959,938,337,230,382,17,2253,8916,2375,-35,9081,0
07:50,4142,952,938,335,231,382,17,2252,8819,2388,-35,8823,0
07:55,4552,948,937,338,231,382,18,2252,8736,2366,-28,8514,0
08:00,4920,939,938,337,229,382,18,2252,8738,2278,15,8203,0
08:05,5392,934,937,338,231,382,17,2252,8558,1814,-29,8256,0
08:10,5790,919,936,337,231,381,17,2251,8825,1644,-28,8206,0
08:15,6168,904,937,338,231,382,18,2252,8714,1613,-26,8047,0
08:20,6511,900,937,339,231,381,18,2252,8523,1607,-9,7909,0
08:25,6800,887,936,338,231,363,18,2251,8555,1588,-9,7745,0
08:30,7016,871,935,338,231,342,18,2251,8662,1596,13,7583,0
08:35,7193,863,935,338,230,343,19,2252,8682,1625,24,7410,0
08:40,7444,853,936,340,230,343,19,2252,8703,1604,21,7276,0
08:45,7680,843,935,340,232,346,18,2252,8590,1586,7,7164,0
08:50,7869,850,935,339,230,346,18,2252,8552,1566,1,7079,0
08:55,8020,849,935,341,232,345,19,2252,8543,1574,4,7013,0
09:00,8186,843,936,344,230,345,19,2251,8510,1560,-6,6886,0
