Time,Biogas CO2,Biomass CO2,Natural Gas CO2,Coal CO2,Imports CO2,Geothermal CO2
0:00,109,105,4587,12,2101,9
0:05,109,106,4575,13,2088,9
0:10,109,105,4580,13,2215,9
0:15,110,106,4604,13,2325,9
0:20,110,106,4581,13,2366,9
0:25,110,107,4452,13,2414,9
0:30,110,107,4352,14,2418,9
0:35,110,107,4320,13,2417,9
0:40,110,107,4358,13,2446,9
0:45,110,108,4339,13,2480,9
0:50,111,108,4313,13,2517,9
0:55,111,109,4300,13,2485,9
1:00,111,108,4276,13,2447,9
1:05,111,109,4367,13,2417,9
1:10,111,109,4481,13,2365,9
1:15,111,109,4508,13,2313,9
1:20,111,108,4525,13,2262,9
1:25,111,109,4525,13,2296,9
1:30,111,108,4590,13,2305,9
1:35,112,108,4528,13,2321,9
1:40,112,108,4523,13,2303,9
1:45,112,109,4550,13,2289,9
1:50,112,109,4544,12,2285,9
1:55,112,110,4488,13,2319,9
2:00,112,110,4513,12,2275,9
2:05,112,110,4558,12,2227,9
2:10,112,110,4536,12,2209,9
2:15,111,109,4275,12,2194,9
2:20,111,109,4401,12,2164,9
2:25,111,109,4442,12,2139,9
2:30,110,108,4423,12,2131,9
2:35,111,107,4399,12,2156,9
2:40,111,108,4399,12,2166,9
2:45,111,110,4382,12,2196,9
2:50,111,110,4366,12,2234,9
2:55,110,111,4380,12,2251,9
3:00,110,112,4394,12,2245,9
3:05,110,112,4461,12,2186,9
3:10,110,111,4489,12,2128,9
3:15,109,110,4447,12,2126,9
3:20,109,110,4438,13,2101,9
3:25,109,110,4429,12,2085,9
3:30,109,110,4427,12,2081,9
3:35,109,110,4427,12,2081,9
3:40,109,110,4427,12,2081,9
3:45,109,110,4429,12,2085,9
3:50,109,110,4424,13,2093,9
3:55,108,109,4411,12,2071,9
4:00,108,108,4406,12,2081,9
4:05,108,109,4386,12,2099,9
4:10,108,109,4359,12,2158,9
4:15,108,108,4386,12,2165,9
4:20,108,109,4394,12,2206,9
4:25,108,108,4269,12,2145,9
4:30,108,109,4249,12,2173,9
4:35,108,109,4244,12,2171,9
4:40,108,109,4227,13,2173,9
4:45,108,109,4289,13,2176,9
4:50,108,108,4377,12,2128,9
4:55,107,109,4426,13,2095,9
5:00,107,108,4419,12,2130,9
5:05,107,108,4375,12,2221,9
5:10,106,109,4357,12,2294,9
5:15,107,109,4363,12,2303,9
5:20,107,110,4390,12,2285,9
5:25,107,111,4431,12,2298,8
5:30,107,112,4436,12,2309,9
5:35,107,112,4460,12,2308,8
5:40,107,111,4501,12,2360,9
5:45,107,111,4545,12,2367,9
5:50,107,111,4617,12,2355,9
5:55,108,113,4691,12,2383,9
6:00,108,113,4721,13,2390,9
6:05,108,114,4780,13,2396,9
6:10,108,116,4933,13,2500,9
6:15,110,118,4905,13,2657,9
6:20,109,117,4915,12,2683,9
6:25,110,117,5072,12,2643,9
6:30,110,118,5086,12,2694,9
6:35,109,117,5114,11,2691,9
