Time,Biogas CO2,Biomass CO2,Natural Gas CO2,Coal CO2,Imports CO2,Geothermal CO2
00:00,92,102,3611,-1,2740,7
00:05,92,101,3586,-1,2772,7
00:10,92,101,3538,-1,2807,7
00:15,92,101,3497,-1,2768,7
00:20,92,101,3465,-1,2710,7
00:25,92,102,3435,-1,2767,7
00:30,92,101,3433,-1,2771,7
00:35,92,101,3453,-1,2733,7
00:40,92,100,3471,-1,2665,6
00:45,92,100,3456,-1,2666,6
00:50,92,100,3423,-1,2679,7
00:55,92,101,3404,-1,2666,6
01:00,92,101,3402,-1,2643,6
01:05,92,101,3390,-1,2593,6
01:10,91,102,3406,-1,2579,7
01:15,92,102,3404,-1,2572,7
01:20,92,101,3407,-1,2571,7
01:25,92,100,3460,-1,2583,7
01:30,92,100,3451,-1,2608,7
01:35,92,100,3443,-1,2621,7
01:40,92,100,3456,-1,2625,7
01:45,92,100,3459,-1,2634,7
01:50,92,100,3470,-1,2620,7
01:55,92,100,3456,-1,2621,7
02:00,92,100,3419,-1,2642,7
02:05,92,100,3382,-1,2638,7
02:10,92,101,3343,-1,2546,7
02:15,92,100,3299,-1,2547,6
02:20,92,100,3288,-1,2502,6
02:25,92,100,3270,-1,2509,6
02:30,92,99,3238,-1,2539,6
02:35,92,99,3175,-1,2547,6
02:40,92,100,3140,-1,2538,6
02:45,92,100,3125,-1,2526,6
02:50,92,99,3108,-1,2531,6
02:55,92,98,3088,-1,2554,6
03:00,92,98,3094,-1,2537,6
03:05,93,99,3119,-1,2534,6
03:10,92,99,3113,-1,2575,6
03:15,92,101,3084,-1,2573,6
03:20,92,101,3061,-1,2597,6
03:25,92,100,3063,-1,2579,6
03:30,92,100,3117,-1,2575,6
03:35,92,101,3144,-1,2565,6
03:40,91,100,3145,-1,2537,6
03:45,91,100,3178,-1,2539,6
03:50,91,100,3215,-1,2510,6
03:55,91,99,3265,-1,2411,6
04:00,91,99,3299,-1,2374,6
04:05,91,99,3334,-1,2416,6
04:10,91,100,3323,-1,2428,6
04:15,92,101,3311,-1,2458,6
04:20,92,101,3299,-1,2439,6
04:25,92,101,3310,-1,2439,7
04:30,93,101,3361,-1,2438,7
04:35,93,101,3399,-1,2442,7
04:40,92,100,3400,-1,2428,7
04:45,92,100,3404,-1,2356,6
04:50,92,100,3427,-1,2301,6
04:55,92,100,3495,-1,2255,7
05:00,92,100,3508,-1,2211,7
05:05,92,100,3354,-1,2349,7
05:10,92,100,3256,-1,2441,7
05:15,93,100,3263,-1,2387,7
05:20,92,99,3285,-1,2322,7
05:25,93,99,3390,-1,2283,7
05:30,94,99,3507,-1,2294,7
05:35,93,101,3607,-1,2211,7
05:40,92,100,3625,-1,2198,7
05:45,93,100,3672,-1,2095,7
05:50,92,100,3771,-1,2000,7
05:55,93,101,3890,-1,1937,7
06:00,94,102,3894,-1,1936,7
06:05,93,101,3858,-1,2024,7
06:10,93,102,3801,-1,2109,7
06:15,93,101,3739,-1,2105,7
06:20,93,101,3731,-1,2044,7
06:25,92,101,3818,-1,1949,7
06:30,92,101,3868,-1,1971,7
06:35,93,101,3924,-1,1961,7
06:40,93,101,3949,-1,1936,7
06:45,92,100,4015,-1,1961,7
06:50,92,100,4060,-1,1956,7
06:55,92,100,4066,-1,1971,7
07:00,91,100,4052,-1,2056,7
07:05,91,100,4037,-1,2125,7
07:10,91,101,4046,-1,2185,7
07:15,92,101,4034,-1,2215,7
07:20,92,101,4013,-1,2228,7
07:25,92,100,4019,-1,2226,7
07:30,92,101,4014,-1,2347,7
07:35,92,100,4021,-1,2303,7
07:40,91,100,4009,-1,2295,7
07:45,92,100,3980,-1,2283,7
07:50,92,101,3959,-1,2274,7
07:55,91,101,3890,-1,2287,7
08:00,91,100,3775,-1,2254,7
08:05,92,100,3676,-1,2184,7
08:10,92,100,3585,-1,2216,7
