Time,Biogas CO2,Biomass CO2,Natural Gas CO2,Coal CO2,Imports CO2,Geothermal CO2
00:00,138,195,4849,6,3871,10
00:05,138,195,4825,6,3842,10
00:10,138,195,4827,6,3887,10
00:15,138,195,4773,6,3864,10
00:20,138,195,4694,6,3839,10
00:25,138,196,4555,6,3861,10
00:30,138,196,4453,6,3878,10
00:35,138,195,4452,6,3811,10
00:40,138,195,4342,6,3858,10
00:45,138,195,4296,6,3855,10
00:50,138,196,4301,6,3812,10
00:55,138,196,4294,6,3755,10
01:00,138,195,4255,6,3759,10
01:05,138,196,4274,6,3735,10
01:10,138,196,4255,6,3736,10
01:15,138,196,4214,6,3782,10
01:20,138,196,4206,6,3784,10
01:25,138,197,4157,7,3799,10
01:30,138,196,4128,7,3773,10
01:35,138,197,4132,6,3726,10
01:40,138,197,4123,7,3712,10
01:45,138,196,4120,6,3672,10
01:50,139,196,4119,6,3624,10
01:55,138,197,4107,6,3588,10
02:00,139,197,4066,6,3564,10
02:05,139,196,3973,7,3605,10
02:10,139,196,3911,7,3705,10
02:15,139,196,3857,7,3746,10
02:20,139,196,3701,7,3826,10
02:25,138,196,3664,7,3848,10
02:30,138,195,3628,7,3856,10
02:35,139,196,3622,7,3811,10
02:40,138,195,3633,7,3765,10
02:45,139,195,3613,7,3749,10
02:50,139,195,3596,7,3711,10
02:55,139,196,3588,7,3687,10
03:00,139,195,3560,7,3681,10
03:05,139,196,3485,7,3683,10
03:10,139,196,3435,7,3731,10
03:15,139,196,3439,7,3751,10
03:20,139,196,3451,7,3711,10
03:25,139,196,3439,7,3665,10
03:30,139,196,3441,7,3649,10
03:35,139,196,3457,7,3616,10
03:40,139,197,3429,7,3593,10
03:45,139,196,3442,7,3589,10
03:50,139,196,3444,7,3570,10
03:55,139,197,3424,7,3558,10
04:00,139,197,3417,7,3554,10
04:05,139,196,3406,7,3535,10
04:10,139,197,3407,7,3533,10
04:15,139,197,3360,7,3572,10
04:20,139,196,3329,7,3596,10
04:25,138,197,3333,7,3583,10
04:30,137,196,3319,7,3587,10
04:35,137,196,3306,7,3593,10
04:40,137,196,3294,7,3599,10
04:45,137,196,3268,7,3605,10
04:50,137,196,3219,7,3643,10
04:55,137,196,3193,7,3665,10
05:00,137,196,3169,7,3669,10
05:05,137,196,3175,7,3674,10
05:10,137,196,3151,7,3736,10
05:15,137,196,3113,7,3794,10
05:20,137,196,3085,7,3844,10
05:25,137,196,3095,7,3824,10
05:30,137,196,3117,6,3828,10
05:35,137,197,3139,6,3834,10
05:40,137,196,3139,7,3836,10
05:45,139,198,3146,6,3858,10
05:50,139,198,3145,7,3883,10
05:55,139,198,3156,7,3901,10
06:00,139,199,3174,7,3909,10
06:05,139,199,3184,6,3896,10
06:10,139,198,3211,6,3873,10
06:15,139,199,3161,6,3936,10
06:20,139,199,3153,7,3935,10
06:25,139,200,3137,7,3958,10
06:30,139,200,3079,7,4014,10
06:35,139,199,3086,8,4003,10
06:40,139,199,3090,8,3980,10
06:45,139,200,3083,8,3958,10
06:50,139,200,3070,8,3909,10
06:55,139,199,3044,8,3886,10
07:00,139,200,3033,8,3885,10
07:05,139,199,3019,8,3829,10
07:10,139,200,2930,8,3918,10
07:15,139,200,2841,8,3914,10
07:20,139,199,2793,7,3866,10
07:25,139,200,2772,7,3688,10
07:30,139,200,2665,7,3660,10
07:35,138,200,2640,7,3532,10
07:40,139,199,2628,7,3444,10
07:45,138,200,2602,7,3321,10
07:50,139,199,2533,7,3177,10
07:55,139,200,2472,7,3073,10
08:00,139,199,2402,7,3059,10
08:05,139,199,2327,7,3003,10
08:10,139,199,2257,7,3031,10
08:15,139,199,2177,7,2961,10
08:20,139,199,2151,7,2904,10
08:25,139,200,2292,7,2946,10
08:30,139,200,2341,7,2861,10
08:35,139,200,2344,7,2749,10
08:40,139,201,2357,7,2679,10
08:45,139,201,2366,7,2595,10
08:50,139,201,2341,7,2579,10
08:55,139,201,2339,7,2553,10
09:00,139,201,2333,7,2523,10
09:05,139,202,2356,7,2506,10
09:10,139,202,2389,7,2458,10
09:15,139,202,2438,7,2430,10
09:20,139,203,2442,7,2402,10
09:25,139,202,2396,7,2359,10
09:30,139,201,2340,7,2367,10
09:35,139,200,2327,7,2371,10
09:40,139,200,2330,7,2330,10
09:45,139,200,2320,7,2279,10
09:50,139,201,2332,7,2312,10
09:55,139,201,2204,7,2163,10
10:00,138,200,2217,7,2179,10
10:05,139,199,2241,7,2175,10
10:10,138,200,2266,7,2202,10
10:15,138,199,2278,7,2207,10
10:20,138,199,2280,7,2218,10
10:25,138,198,2260,7,2253,10
10:30,138,198,2265,7,2262,10
10:35,138,200,2289,7,2260,10
10:40,138,200,2324,7,2253,10
10:45,138,200,2336,7,2317,10
10:50,138,199,2346,7,2350,10
10:55,138,199,2380,7,2377,10
11:00,138,200,2487,6,2323,10
11:05,138,200,2474,6,2374,10
11:10,138,199,2523,6,2441,10
11:15,138,200,2572,6,2485,10
11:20,138,199,2609,6,2529,10
11:25,138,199,2672,6,2513,10
11:30,137,200,2767,6,2504,10
11:35,137,200,2822,6,2495,10
11:40,137,200,2858,6,2563,10
11:45,138,199,2915,6,2544,10
11:50,138,199,2981,6,2530,10
11:55,137,199,3015,6,2561,10
12:00,137,200,3079,6,2597,10
12:05,137,199,3161,6,2602,10
12:10,137,200,3180,6,2640,10
12:15,137,200,3174,6,2640,10
12:20,137,200,3227,6,2689,10
12:25,137,200,3337,6,2686,10
12:30,137,200,3423,6,2645,10
12:35,137,200,3500,6,2626,10
12:40,137,202,3614,6,2638,10
12:45,137,200,3702,6,2613,10
12:50,137,200,3718,6,2654,10
12:55,137,199,3815,6,2655,10
13:00,137,199,3896,6,2646,10
13:05,137,200,4034,6,2577,10
13:10,137,199,4131,6,2497,10
13:15,137,200,4193,6,2416,10
13:20,137,199,4253,6,2460,10
13:25,137,200,4345,6,2444,10
13:30,137,201,4441,6,2451,10
13:35,137,200,4554,6,2414,10
13:40,137,200,4654,6,2422,10
13:45,137,200,4738,6,2408,10
13:50,137,201,4805,6,2464,10
13:55,137,201,4881,6,2479,10
14:00,137,201,4929,6,2492,10
14:05,136,201,4983,6,2511,10
14:10,136,201,5030,6,2477,10
14:15,136,201,5058,6,2516,10
14:20,136,200,5090,6,2530,10
14:25,136,200,5165,6,2570,10
14:30,136,200,5239,6,2638,10
14:35,136,200,5307,6,2703,10
14:40,136,199,5473,6,2720,10
14:45,136,200,5492,6,2799,10
