Time,Biogas CO2,Biomass CO2,Natural Gas CO2,Coal CO2,Imports CO2,Geothermal CO2
00:00,90,128,5870,0,3062,7
00:05,90,128,5809,0,2952,7
00:10,90,129,5715,0,2818,7
00:15,90,127,5632,0,2753,7
00:20,89,127,5580,0,2683,7
00:25,89,127,5527,0,2780,7
00:30,90,127,5521,0,2811,7
00:35,89,127,5550,0,2810,7
00:40,90,127,5572,0,2839,7
00:45,89,127,5572,0,2892,7
00:50,89,128,5579,0,2928,7
00:55,89,128,5581,0,2962,7
01:00,89,128,5571,0,2942,7
01:05,89,128,5517,0,2935,7
01:10,89,128,5441,0,2981,7
01:15,89,127,5382,0,3021,7
01:20,89,127,5378,0,3026,7
01:25,89,127,5369,0,3052,7
01:30,89,127,5372,0,3087,7
01:35,89,126,5366,0,3090,7
01:40,89,126,5365,0,3107,7
01:45,89,127,5338,0,3117,7
01:50,89,129,5301,0,3130,7
01:55,89,128,5284,0,3157,7
02:00,89,128,5269,0,3150,7
02:05,89,129,5281,0,3157,7
02:10,90,129,5305,0,3120,7
02:15,89,128,5276,0,3079,7
02:20,89,127,5261,0,3063,7
02:25,89,127,5237,0,3032,7
02:30,89,127,5241,0,3075,7
02:35,89,128,5169,0,3108,7
02:40,89,128,5145,0,3074,7
02:45,90,129,5153,0,3088,7
02:50,90,129,5174,0,3088,7
02:55,90,129,5178,0,3082,7
03:00,90,129,5145,0,3084,7
03:05,90,129,5051,0,3122,7
03:10,90,129,5018,0,3146,7
03:15,90,129,5044,0,3109,7
03:20,91,130,5114,0,3120,7
03:25,91,130,5155,0,3185,7
03:30,90,129,5151,0,3191,7
03:35,90,129,4864,0,3158,7
03:40,89,129,4873,0,3153,7
03:45,90,129,4901,0,3170,7
03:50,90,129,4896,0,3158,7
03:55,90,128,4809,0,3169,7
04:00,90,128,4765,0,3191,7
04:05,90,128,4767,0,3176,7
04:10,90,130,4773,0,3119,7
04:15,90,130,4782,0,3095,7
04:20,90,131,4724,0,3088,7
04:25,90,131,4738,0,3132,7
04:30,91,130,4796,0,3063,7
04:35,91,131,4808,0,3044,7
04:40,90,131,4804,0,3051,7
04:45,90,130,4809,0,3020,7
04:50,90,129,4810,0,3001,7
04:55,90,130,4814,0,2984,7
05:00,90,131,4814,0,3005,7
05:05,90,133,4817,0,2985,7
05:10,90,132,4822,0,3055,7
05:15,90,132,4828,0,3092,7
05:20,90,132,4827,0,3109,7
05:25,90,133,4821,0,3113,7
05:30,90,133,4909,0,3121,7
05:35,91,134,4974,0,3088,7
05:40,91,135,4984,0,3091,7
05:45,91,133,5038,0,3050,7
05:50,90,133,5099,0,3010,7
05:55,91,133,5174,0,2984,7
06:00,90,135,5230,0,2974,7
06:05,91,135,5276,0,2938,7
06:10,91,134,5284,0,2869,7
06:15,90,134,5259,0,2802,7
06:20,90,133,5269,0,2730,7
06:25,91,133,5339,0,2712,7
06:30,90,133,5334,0,2765,7
06:35,90,135,5349,0,2834,7
06:40,90,134,5367,0,2874,7
06:45,90,133,5366,0,2851,7
06:50,90,133,5345,0,2884,7
06:55,90,133,5334,0,2922,7
07:00,90,134,5359,0,2862,7
07:05,90,134,5417,0,2768,7
07:10,90,134,5448,0,2659,7
07:15,90,134,5454,0,2547,7
07:20,91,134,5440,0,2480,7
07:25,91,133,5427,0,2521,7
07:30,90,133,5413,0,2612,6
07:35,90,133,5334,0,2721,6
07:40,90,133,5191,0,2870,6
07:45,90,133,5013,0,2888,6
07:50,90,135,4944,0,2780,6
07:55,91,135,4749,0,2761,6
08:00,91,135,4623,0,2690,6
08:05,92,135,4465,0,2528,6
08:10,90,136,4336,0,2317,6
08:15,90,134,4168,0,2176,6
08:20,90,133,4059,0,2116,6
08:25,90,133,3959,0,2016,6
08:30,89,131,3844,0,1849,6
08:35,89,131,3703,0,1795,6
08:40,88,131,3615,0,1956,6
08:45,89,131,3503,0,1918,6
08:50,89,131,3415,0,1814,6
08:55,89,133,3367,0,1752,6
09:00,90,133,3342,0,1772,6
09:05,90,132,3341,0,1716,6
09:10,90,133,3372,0,1779,6
09:15,90,134,3375,0,1821,6
09:20,90,133,3315,0,1784,6
09:25,90,133,3286,0,1806,6
09:30,89,132,3255,0,1763,6
09:35,90,133,3210,0,1811,6
09:40,90,133,3186,0,1800,6
09:45,90,133,3190,0,1851,6
09:50,90,131,3192,0,1892,6
09:55,90,133,3169,0,1814,6
10:00,90,133,3175,0,1798,6
10:05,90,132,3234,0,1820,6
10:10,89,133,3222,0,1773,6
10:15,89,133,3190,0,1766,6
10:20,89,133,3187,0,1760,6
10:25,89,132,3186,0,1754,6
10:30,89,133,3200,0,1732,6
10:35,90,133,3209,0,1747,6
10:40,89,134,3195,0,1706,6
10:45,89,133,3197,0,1693,6
10:50,89,132,3199,0,1666,6
10:55,89,133,3190,0,1706,6
11:00,89,133,3189,0,1753,6
11:05,89,134,3227,0,1799,6
11:10,89,133,3268,0,1922,6
11:15,90,132,3287,0,1954,6
11:20,91,131,3310,0,1868,6
11:25,90,133,3312,0,1893,6
11:30,89,134,3343,0,1936,6
11:35,89,133,3384,0,1894,6
11:40,89,133,3359,0,1922,6
11:45,89,131,3392,0,1901,6
11:50,89,130,3413,0,1891,6
11:55,89,130,3452,0,1866,6
12:00,89,131,3457,0,1913,6
12:05,89,131,3361,0,1877,6
12:10,89,130,3337,0,1827,6
12:15,89,129,3396,0,1842,6
12:20,89,129,3404,0,1831,6
12:25,89,131,3405,0,1870,6
12:30,89,130,3411,0,1856,6
12:35,89,130,3435,0,1862,6
12:40,88,130,3444,0,1854,6
12:45,88,129,3454,0,1813,6
12:50,88,129,3447,0,1835,6
12:55,88,130,3465,0,1846,5
13:00,88,130,3490,0,1834,6
13:05,88,130,3479,0,1868,6
13:10,88,128,3458,0,1835,6
13:15,88,129,3474,0,1869,6
13:20,88,129,3529,0,2017,6
13:25,89,128,3567,0,1982,6
13:30,89,129,3596,0,1903,6
13:35,88,129,3624,0,1893,5
13:40,88,126,3597,0,1872,5
13:45,87,125,3644,0,1862,5
13:50,87,126,3731,0,1825,5
13:55,87,124,3799,0,1874,5
14:00,88,122,3839,0,1913,5
14:05,88,123,3844,0,1838,5
14:10,88,123,3811,0,1938,5
14:15,88,123,3856,0,2022,5
14:20,88,123,3941,0,1926,5
14:25,89,125,4011,0,1916,5
14:30,89,126,4049,0,1934,6
14:35,89,127,4117,0,1864,6
14:40,90,128,4193,0,1824,6
14:45,91,128,4253,0,1831,6
14:50,90,127,4273,0,1832,6
14:55,90,127,4258,0,1774,6
15:00,91,127,4292,0,1639,6
15:05,91,128,4286,0,1747,6
15:10,90,128,4271,0,1894,6
15:15,89,127,4260,0,1837,6
15:20,89,126,4364,0,1778,6
15:25,89,126,4600,0,1813,6
15:30,90,128,4789,0,1903,6
15:35,90,127,4924,0,1939,6
15:40,90,125,4988,0,1918,6
15:45,90,124,5115,0,1941,6
15:50,89,124,5216,0,1947,6
15:55,90,124,5289,0,1922,6
16:00,91,126,5334,0,1975,6
16:05,91,127,5308,0,2035,6
16:10,90,129,5384,0,2047,6
16:15,91,130,5537,0,2081,6
16:20,91,129,5589,0,2114,6
16:25,91,130,5609,0,2141,6
16:30,91,128,5665,0,2106,6
16:35,91,129,5775,0,2099,6
16:40,91,129,5881,0,2127,6
16:45,91,129,5937,0,2054,6
16:50,91,128,5961,0,2090,6
16:55,92,131,6251,0,2104,6
17:00,94,133,6168,0,2166,6
17:05,92,130,6060,0,2114,6
17:10,92,129,6017,0,2437,6
17:15,92,129,6049,0,2597,6
17:20,92,130,6197,0,2547,7
17:25,93,130,6346,0,2525,6
17:30,93,131,6503,0,2485,6
17:35,93,132,6592,0,2527,6
17:40,94,133,6624,0,2593,6
17:45,93,132,6710,0,2516,6
17:50,93,132,6724,0,2485,6
17:55,93,131,6742,0,2582,6
18:00,93,130,6761,0,2605,6
18:05,93,130,6765,0,2602,6
18:10,93,130,6780,0,2527,6
18:15,93,130,6731,0,2579,6
18:20,93,130,6682,0,2705,6
18:25,93,129,6668,0,2816,6
18:30,93,129,6685,0,2840,6
18:35,93,130,6741,0,2862,6
18:40,94,130,6728,0,2960,6
18:45,93,130,6753,0,2957,6
18:50,93,130,6876,0,2979,6
18:55,95,133,6917,0,3061,6
19:00,95,132,6784,0,3036,7
19:05,94,131,6627,0,2957,7
19:10,92,129,6527,0,2905,7
19:15,91,129,6532,0,2847,6
19:20,92,128,6522,0,2851,6
19:25,92,128,6496,0,2948,6
19:30,92,127,6460,0,2977,6
19:35,92,127,6330,0,3025,6
19:40,91,126,6313,0,3030,6
19:45,92,127,6315,0,3098,6
19:50,92,127,6291,0,3179,6
19:55,91,126,6285,0,3268,6
20:00,91,127,6301,0,3325,6
20:05,92,126,6192,0,3383,6
20:10,91,125,6124,0,3398,6
20:15,91,125,6110,0,3408,6
20:20,91,125,6106,0,3413,6
20:25,91,125,6109,0,3460,6
