date,resource,energy_mwh,co2_g,gco2_per_kwh
2018-04-17,coal,80.16666666666666,67666666.66666666,844.074844074844
2018-04-17,geothermal,21120.916666666664,215500000.0,10.20315563955163
2018-04-17,imports,154014.41666666666,72827250000.0,472.85995412767096
2018-04-17,large hydro,71910.41666666666,0.0,0.0
2018-04-17,natural gas,103962.91666666666,49229083333.33333,473.52541571313486
2018-04-17,nuclear,54756.66666666666,0.0,0.0
2018-04-17,other,0.0,0.0,
2018-04-17,small hydro,11913.083333333332,0.0,0.0
2018-04-17,solar,90736.74999999999,0.0,0.0
2018-04-17,wind,35276.75,0.0,0.0
2018-04-18,batteries,190.91666666666663,0.0,0.0
2018-04-18,biogas,4875.75,2719666666.6666665,557.7945273376745
2018-04-18,biomass,5535.583333333333,2599166666.6666665,469.5379890707092
2018-04-18,coal,83.41666666666666,69666666.66666666,835.1648351648352
2018-04-18,geothermal,22101.83333333333,216000000.0,9.772944929153692
2018-04-18,imports,145398.75,67837333333.33333,466.5606364107898
2018-04-18,large hydro,71429.0,0.0,0.0
2018-04-18,natural gas,137422.16666666666,64449083333.33333,468.98608060562765
2018-04-18,nuclear,54779.16666666667,0.0,0.0
2018-04-18,other,0.0,0.0,
2018-04-18,small hydro,12097.916666666666,0.0,0.0
2018-04-18,solar,89055.91666666666,0.0,0.0
2018-04-18,wind,22428.249999999996,0.0,0.0
2018-04-19,batteries,177.41666666666669,0.0,0.0
2018-04-19,biogas,5246.5,2989750000.0,569.8560945392167
2018-04-19,biomass,5179.75,2484250000.0,479.60808919349387
2018-04-19,coal,127.66666666666666,107416666.66666666,841.3838120104439
2018-04-19,geothermal,22226.499999999996,223083333.3333333,10.036817912551834
2018-04-19,imports,138911.41666666666,66359583333.33333,477.7115151922358
2018-04-19,large hydro,66045.91666666666,0.0,0.0
2018-04-19,natural gas,95216.41666666666,45572000000.0,478.6149447267935
2018-04-19,nuclear,54785.666666666664,0.0,0.0
2018-04-19,other,0.0,0.0,
2018-04-19,small hydro,11872.166666666664,0.0,0.0
2018-04-19,solar,77962.91666666666,0.0,0.0
2018-04-19,wind,83267.58333333334,0.0,0.0
2018-04-20,batteries,127.83333333333333,0.0,0.0
2018-04-20,biogas,5525.416666666666,3147166666.6666665,569.5799713445442
2018-04-20,biomass,5514.5,2642416666.6666665,479.17611146371684
2018-04-20,coal,126.16666666666666,106166666.66666666,841.4795244385733
2018-04-20,geothermal,22606.999999999996,227250000.0,10.05219622240899
2018-04-20,imports,124082.83333333333,59678250000.0,480.95492661488225
2018-04-20,large hydro,62850.49999999999,0.0,0.0
2018-04-20,natural gas,95590.16666666666,45853583333.33333,479.6893334565445
2018-04-20,nuclear,54805.58333333333,0.0,0.0
2018-04-20,other,0.0,0.0,
2018-04-20,small hydro,11921.749999999998,0.0,0.0
2018-04-20,solar,98055.5,0.0,0.0
2018-04-20,wind,71989.83333333331,0.0,0.0
2018-04-21,batteries,74.25,0.0,0.0
2018-04-21,biogas,5765.75,3294000000.0,571.3046871612539
2018-04-21,biomass,6385.75,3068833333.333333,480.5752391392292
2018-04-21,coal,123.16666666666666,103333333.33333333,838.9715832205684
2018-04-21,geothermal,22446.833333333332,224000000.0,9.979135884051946
2018-04-21,imports,148701.0833333333,70795666666.66666,476.0938190878457
2018-04-21,large hydro,60086.75,0.0,0.0
2018-04-21,natural gas,88463.33333333333,42066000000.0,475.51904743961717
2018-04-21,nuclear,54814.91666666667,0.0,0.0
2018-04-21,other,0.0,0.0,
2018-04-21,small hydro,11142.666666666666,0.0,0.0
2018-04-21,solar,93091.5,0.0,0.0
2018-04-21,wind,29213.499999999996,0.0,0.0
2018-04-22,batteries,138.25,0.0,0.0
2018-04-22,biogas,5757.666666666666,3314583333.333333,575.6816997626354
2018-04-22,biomass,6563.916666666666,3181416666.6666665,484.68267167722524
2018-04-22,coal,123.83333333333331,104500000.0,843.8761776581428
2018-04-22,geothermal,22343.583333333332,224833333.3333333,10.062545921088455
2018-04-22,imports,125829.25,60236583333.33333,478.71685902390203
2018-04-22,large hydro,62889.58333333333,0.0,0.0
2018-04-22,natural gas,90656.66666666666,43484833333.33333,479.66503658491746
2018-04-22,nuclear,54768.0,0.0,0.0
2018-04-22,other,0.0,0.0,
2018-04-22,small hydro,10936.083333333332,0.0,0.0
2018-04-22,solar,98418.41666666667,0.0,0.0
2018-04-22,wind,34961.0,0.0,0.0
2018-04-23,batteries,45.416666666666664,0.0,0.0
2018-04-23,biogas,5678.999999999999,3150000000.0,554.6751188589541
2018-04-23,biomass,5316.583333333333,2480333333.333333,466.52768852176365
2018-04-23,coal,104.08333333333331,84916666.66666666,815.8526821457166
2018-04-23,geothermal,22073.666666666664,216083333.3333333,9.789190740097553
2018-04-23,imports,135880.25,63248916666.666664,465.47542167950576
2018-04-23,large hydro,61615.25,0.0,0.0
2018-04-23,natural gas,148888.25,69339333333.33333,465.71393869787124
2018-04-23,nuclear,54757.74999999999,0.0,0.0
2018-04-23,other,0.0,0.0,
2018-04-23,small hydro,11788.5,0.0,0.0
2018-04-23,solar,101301.08333333334,0.0,0.0
2018-04-23,wind,42383.25,0.0,0.0
2018-04-24,batteries,218.24999999999997,0.0,0.0
2018-04-24,biogas,5696.916666666666,3129583333.333333,549.3468689203224
2018-04-24,biomass,6302.333333333333,2909166666.6666665,461.60152324535886
2018-04-24,coal,140.91666666666663,114916666.66666666,815.4937906564164
2018-04-24,geothermal,20899.75,203666666.66666666,9.744933153107892
2018-04-24,imports,126173.75,58116083333.33333,460.6035988732468
2018-04-24,large hydro,56454.49999999999,0.0,0.0
2018-04-24,natural gas,165107.75,76229666666.66666,461.69647800703876
2018-04-24,nuclear,54750.5,0.0,0.0
2018-04-24,other,0.0,0.0,
2018-04-24,small hydro,12025.083333333332,0.0,0.0
2018-04-24,solar,93717.83333333333,0.0,0.0
2018-04-24,wind,48953.416666666664,0.0,0.0
2018-04-25,batteries,111.16666666666666,0.0,0.0
2018-04-25,biogas,5608.25,3080333333.333333,549.2503603322485
2018-04-25,biomass,6830.666666666667,3158833333.333333,462.44876049189924
2018-04-25,coal,291.41666666666663,233666666.66666666,801.830140120103
2018-04-25,geothermal,22143.333333333336,215916666.66666666,9.750865572783379
2018-04-25,imports,119982.75,55182833333.33333,459.92305838408714
2018-04-25,large hydro,65194.666666666664,0.0,0.0
2018-04-25,natural gas,152930.41666666666,70585583333.33333,461.55359327362936
2018-04-25,nuclear,54748.08333333333,0.0,0.0
2018-04-25,other,0.0,0.0,
2018-04-25,small hydro,11765.416666666666,0.0,0.0
2018-04-25,solar,99367.75,0.0,0.0
2018-04-25,wind,50818.08333333333,0.0,0.0
2018-04-26,batteries,148.83333333333331,0.0,0.0
2018-04-26,biogas,5674.666666666666,3158000000.0,556.5084586466166
2018-04-26,biomass,6556.749999999999,3070416666.6666665,468.28332125926215
2018-04-26,coal,510.75,421000000.0,824.278022515908
2018-04-26,geothermal,21826.166666666664,215000000.0,9.850561634735067
2018-04-26,imports,122327.24999999999,57017750000.0,466.10832827517993
2018-04-26,large hydro,69686.16666666666,0.0,0.0
2018-04-26,natural gas,118381.91666666666,55200750000.0,466.29376812196125
2018-04-26,nuclear,54752.5,0.0,0.0
2018-04-26,other,0.0,0.0,
2018-04-26,small hydro,11760.083333333334,0.0,0.0
2018-04-26,solar,100449.33333333333,0.0,0.0
2018-04-26,wind,70144.08333333333,0.0,0.0
2018-04-27,batteries,80.66666666666666,0.0,0.0
2018-04-27,biogas,5715.166666666666,3244250000.0,567.6562363302324
2018-04-27,biomass,6395.083333333333,3048166666.6666665,476.6422121160788
2018-04-27,coal,510.3333333333333,428333333.3333333,839.3207054212933
2018-04-27,geothermal,22200.75,222166666.66666666,10.007169427459282
2018-04-27,imports,114268.24999999999,53751666666.666664,470.39896617535203
2018-04-27,large hydro,73083.75,0.0,0.0
2018-04-27,natural gas,91509.08333333333,43650666666.666664,477.00911293869734
2018-04-27,nuclear,54757.416666666664,0.0,0.0
2018-04-27,other,0.0,0.0,
2018-04-27,small hydro,12085.916666666664,0.0,0.0
2018-04-27,solar,101646.83333333333,0.0,0.0
2018-04-27,wind,84759.16666666666,0.0,0.0
2018-04-28,batteries,230.75,0.0,0.0
2018-04-28,biogas,5822.75,3420583333.333333,587.4515191848067
2018-04-28,biomass,7272.25,3595250000.0,494.37931864278596
2018-04-28,coal,505.91666666666663,439083333.3333333,867.896557404052
2018-04-28,geothermal,21342.833333333332,222166666.66666666,10.4094270520159
2018-04-28,imports,122505.75,59839916666.666664,488.46618764153243
2018-04-28,large hydro,64889.5,0.0,0.0
2018-04-28,natural gas,54000.33333333333,26668916666.666664,493.8657786063049
2018-04-28,nuclear,54779.0,0.0,0.0
2018-04-28,other,0.0,0.0,
2018-04-28,small hydro,11629.583333333332,0.0,0.0
2018-04-28,solar,91560.75,0.0,0.0
2018-04-28,wind,81191.75,0.0,0.0
2018-04-29,batteries,262.0,0.0,0.0
2018-04-29,biogas,5686.75,3374916666.6666665,593.4702011986928
2018-04-29,biomass,7660.666666666666,3823166666.6666665,499.06448524932557
2018-04-29,coal,505.83333333333337,442333333.3333333,874.4645799011531
2018-04-29,geothermal,22153.166666666664,233916666.66666666,10.559062286053914
2018-04-29,imports,132701.0833333333,65528416666.666664,493.8046850911165
2018-04-29,large hydro,52790.83333333333,0.0,0.0
2018-04-29,natural gas,57654.166666666664,28746833333.333332,498.6080797860808
2018-04-29,nuclear,54812.166666666664,0.0,0.0
2018-04-29,other,0.0,0.0,
2018-04-29,small hydro,12333.583333333332,0.0,0.0
2018-04-29,solar,79220.25,0.0,0.0
2018-04-29,wind,82335.08333333331,0.0,0.0
2018-04-30,batteries,218.58333333333331,0.0,0.0
2018-04-30,biogas,5762.333333333333,3337916666.6666665,579.2647654306704
2018-04-30,biomass,7455.666666666666,3636416666.6666665,487.73863280726073
2018-04-30,coal,505.0833333333333,431333333.3333333,853.9844910080844
2018-04-30,geothermal,22232.5,230833333.3333333,10.382698002173994
2018-04-30,imports,156205.41666666666,76122000000.0,487.31984859679966
2018-04-30,large hydro,59181.58333333333,0.0,0.0
2018-04-30,natural gas,93147.66666666666,45121583333.33333,484.4091639439886
2018-04-30,nuclear,54813.5,0.0,0.0
2018-04-30,other,0.0,0.0,
2018-04-30,small hydro,12471.916666666666,0.0,0.0
2018-04-30,solar,80654.41666666666,0.0,0.0
2018-04-30,wind,80063.08333333333,0.0,0.0
2018-05-01,batteries,169.66666666666666,0.0,0.0
2018-05-01,biogas,5771.5,3322166666.6666665,575.6158133356435
2018-05-01,biomass,7742.5,3749500000.0,484.2751049402648
2018-05-01,coal,507.49999999999994,430916666.6666666,849.0968801313629
2018-05-01,geothermal,22458.166666666664,231583333.3333333,10.3117648368448
2018-05-01,imports,171815.66666666666,82911083333.33333,482.55834256480296
2018-05-01,large hydro,58789.49999999999,0.0,0.0
2018-05-01,natural gas,99090.83333333333,47915166666.666664,483.54792320177614
2018-05-01,nuclear,54821.416666666664,0.0,0.0
2018-05-01,other,0.0,0.0,
2018-05-01,small hydro,12218.416666666666,0.0,0.0
2018-05-01,solar,69545.33333333331,0.0,0.0
2018-05-01,wind,82724.0,0.0,0.0
2018-05-02,batteries,109.16666666666666,0.0,0.0
2018-05-02,biogas,5718.583333333333,3277916666.6666665,573.2043192515629
2018-05-02,biomass,7396.166666666666,3567500000.0,482.3444577145819
2018-05-02,coal,521.0,440833333.3333333,846.129238643634
2018-05-02,geothermal,22621.749999999996,232583333.3333333,10.281403221825604
2018-05-02,imports,149203.8333333333,71883416666.66666,481.7799587365383
2018-05-02,large hydro,59513.5,0.0,0.0
2018-05-02,natural gas,117478.25,56666083333.33333,482.3538257790981
2018-05-02,nuclear,54770.49999999999,0.0,0.0
2018-05-02,other,0.0,0.0,
2018-05-02,small hydro,12523.833333333332,0.0,0.0
2018-05-02,solar,78393.66666666666,0.0,0.0
2018-05-02,wind,78950.08333333331,0.0,0.0
2018-05-03,batteries,182.41666666666666,0.0,0.0
2018-05-03,biogas,5797.5,3314833333.333333,571.7694408509415
2018-05-03,biomass,6982.0,3360500000.0,481.3090804926955
2018-05-03,coal,488.5833333333333,412333333.3333333,843.9365512536244
2018-05-03,geothermal,22562.666666666664,230250000.0,10.204910767048814
2018-05-03,imports,148916.66666666666,71413250000.0,479.55176273083384
2018-05-03,large hydro,62898.49999999999,0.0,0.0
2018-05-03,natural gas,102019.75,48995833333.33333,480.258315996004
2018-05-03,nuclear,54748.41666666666,0.0,0.0
2018-05-03,other,0.0,0.0,
2018-05-03,small hydro,12344.083333333332,0.0,0.0
2018-05-03,solar,100374.75,0.0,0.0
2018-05-03,wind,62615.16666666666,0.0,0.0
2018-05-04,batteries,130.5,0.0,0.0
2018-05-04,biogas,5852.583333333333,3226250000.0,551.2522959946463
2018-05-04,biomass,6377.416666666666,2957416666.6666665,463.7327026356022
2018-05-04,coal,458.58333333333337,372750000.0,812.8293658004724
2018-05-04,geothermal,22732.249999999996,221916666.66666666,9.762195412537988
2018-05-04,imports,162980.16666666666,75873083333.33333,465.53568378974535
2018-05-04,large hydro,68252.58333333333,0.0,0.0
2018-05-04,natural gas,145387.0,67231416666.666664,462.4307308539736
2018-05-04,nuclear,54793.75,0.0,0.0
2018-05-04,other,0.0,0.0,
2018-05-04,small hydro,12826.166666666666,0.0,0.0
2018-05-04,solar,104112.41666666666,0.0,0.0
2018-05-04,wind,25407.25,0.0,0.0
2018-05-05,batteries,220.08333333333331,0.0,0.0
2018-05-05,biogas,5956.333333333334,3329500000.0,558.9848340701774
2018-05-05,biomass,7800.833333333333,3670500000.0,470.5266531353488
2018-05-05,coal,479.5833333333333,395916666.6666666,825.5430060816681
2018-05-05,geothermal,22136.416666666668,219916666.66666666,9.934610012912357
2018-05-05,imports,167337.0833333333,78711666666.66666,470.3779048776297
2018-05-05,large hydro,62986.49999999999,0.0,0.0
2018-05-05,natural gas,127858.58333333334,60218666666.666664,470.97867891804935
2018-05-05,nuclear,54613.75,0.0,0.0
2018-05-05,other,0.0,0.0,
2018-05-05,small hydro,12538.333333333334,0.0,0.0
2018-05-05,solar,92407.0,0.0,0.0
2018-05-05,wind,19594.916666666668,0.0,0.0
2018-05-06,batteries,221.33333333333331,0.0,0.0
2018-05-06,biogas,6015.166666666667,3481250000.0,578.7453935884292
2018-05-06,biomass,7558.0,3680583333.333333,486.9784775513804
2018-05-06,coal,515.75,439666666.6666666,852.4802068185489
2018-05-06,geothermal,22663.58333333333,231833333.3333333,10.229332666575969
2018-05-06,imports,164262.08333333334,79399500000.0,483.37083268861494
2018-05-06,large hydro,55793.916666666664,0.0,0.0
2018-05-06,natural gas,93787.16666666666,45290833333.33333,482.9107749283395
2018-05-06,nuclear,54828.0,0.0,0.0
2018-05-06,other,0.0,0.0,
2018-05-06,small hydro,12801.083333333332,0.0,0.0
2018-05-06,solar,75475.08333333333,0.0,0.0
2018-05-06,wind,52017.24999999999,0.0,0.0
2018-05-07,batteries,124.66666666666666,0.0,0.0
2018-05-07,biogas,5570.5,3270500000.0,587.1106722915358
2018-05-07,biomass,7547.083333333333,3728583333.333333,494.04295257549825
2018-05-07,coal,480.74999999999994,416750000.0,866.8746749869996
2018-05-07,geothermal,21573.0,225750000.0,10.464469475733555
2018-05-07,imports,144456.5833333333,71083750000.0,492.0769158438032
2018-05-07,large hydro,58831.75,0.0,0.0
2018-05-07,natural gas,116470.83333333331,57302416666.666664,491.98941079669453
2018-05-07,nuclear,54825.416666666664,0.0,0.0
2018-05-07,other,0.0,0.0,
2018-05-07,small hydro,13026.25,0.0,0.0
2018-05-07,solar,104607.16666666666,0.0,0.0
2018-05-07,wind,79473.08333333333,0.0,0.0
2018-05-08,batteries,212.99999999999997,0.0,0.0
2018-05-08,biogas,5467.916666666666,3148916666.6666665,575.8896593766669
2018-05-08,biomass,7464.75,3613500000.0,484.0751532201346
2018-05-08,coal,477.99999999999994,406166666.6666666,849.721059972106
2018-05-08,geothermal,20211.25,205166666.66666666,10.151112210608778
2018-05-08,imports,158921.25,76917333333.33333,483.9965286790365
2018-05-08,large hydro,59528.75,0.0,0.0
2018-05-08,natural gas,136730.0833333333,65829083333.33333,481.45281366390356
2018-05-08,nuclear,54836.0,0.0,0.0
2018-05-08,other,0.0,0.0,
2018-05-08,small hydro,12599.916666666664,0.0,0.0
2018-05-08,solar,95566.5,0.0,0.0
2018-05-08,wind,69914.91666666666,0.0,0.0
2018-05-09,batteries,219.91666666666663,0.0,0.0
2018-05-09,biogas,5362.083333333332,3143916666.6666665,586.3237236770535
2018-05-09,biomass,7136.666666666666,3524750000.0,493.89304063521723
2018-05-09,coal,499.5,434166666.6666666,869.2025358692025
2018-05-09,geothermal,20163.83333333333,212750000.0,10.551069158476814
2018-05-09,imports,163896.0833333333,80292833333.33333,489.90086706363235
2018-05-09,large hydro,53247.08333333333,0.0,0.0
2018-05-09,natural gas,120795.83333333333,59060833333.33333,488.93104756648614
2018-05-09,nuclear,54844.166666666664,0.0,0.0
2018-05-09,other,0.0,0.0,
2018-05-09,small hydro,12610.166666666666,0.0,0.0
2018-05-09,solar,104106.41666666666,0.0,0.0
2018-05-09,wind,82878.25,0.0,0.0
2018-05-10,batteries,235.5,0.0,0.0
2018-05-10,biogas,5439.166666666666,3206916666.6666665,589.5970583729126
2018-05-10,biomass,5707.333333333332,2831833333.333333,496.1745123233268
2018-05-10,coal,461.8333333333333,403666666.6666666,874.0526885600866
2018-05-10,geothermal,21134.833333333336,217166666.66666666,10.275295917482197
2018-05-10,imports,162292.91666666666,80042333333.33333,493.19671478781936
2018-05-10,large hydro,49445.916666666664,0.0,0.0
2018-05-10,natural gas,118467.24999999999,58235333333.33333,491.5732688429362
2018-05-10,nuclear,54845.416666666664,0.0,0.0
2018-05-10,other,0.0,0.0,
2018-05-10,small hydro,12434.416666666666,0.0,0.0
2018-05-10,solar,99671.08333333333,0.0,0.0
2018-05-10,wind,91489.75,0.0,0.0
2018-05-11,batteries,133.91666666666666,0.0,0.0
2018-05-11,biogas,5355.416666666666,3136666666.6666665,585.6998366140201
2018-05-11,biomass,6286.25,3098750000.0,492.94094253330684
2018-05-11,coal,468.41666666666663,404250000.0,863.013698630137
2018-05-11,geothermal,21963.666666666664,228833333.3333333,10.418721828474299
2018-05-11,imports,154559.91666666666,75809333333.33333,490.48508156761216
2018-05-11,large hydro,56168.74999999999,0.0,0.0
2018-05-11,natural gas,98498.75,48357833333.33333,490.9487007026315
2018-05-11,nuclear,54791.5,0.0,0.0
2018-05-11,other,0.0,0.0,
2018-05-11,small hydro,12336.916666666666,0.0,0.0
2018-05-11,solar,95980.16666666666,0.0,0.0
2018-05-11,wind,95348.83333333333,0.0,0.0
2018-05-12,batteries,224.91666666666669,0.0,0.0
2018-05-12,biogas,5388.5,3098000000.0,574.9280875939501
2018-05-12,biomass,6533.333333333332,3161333333.333333,483.8775510204082
2018-05-12,coal,515.9166666666667,438833333.3333333,850.5895654983038
2018-05-12,geothermal,21888.833333333332,222333333.3333333,10.157386186259355
2018-05-12,imports,145991.0,70183833333.33333,480.7408219228126
2018-05-12,large hydro,57878.08333333333,0.0,0.0
2018-05-12,natural gas,85744.08333333333,41488333333.33333,483.86234618715184
2018-05-12,nuclear,54693.166666666664,0.0,0.0
2018-05-12,other,0.0,0.0,
2018-05-12,small hydro,11987.25,0.0,0.0
2018-05-12,solar,98684.16666666666,0.0,0.0
2018-05-12,wind,67151.66666666666,0.0,0.0
2018-05-13,batteries,200.0,0.0,0.0
2018-05-13,biogas,5364.583333333332,3136416666.6666665,584.6524271844661
2018-05-13,biomass,7387.75,3633000000.0,491.7600081215526
2018-05-13,coal,508.91666666666663,439666666.6666666,863.9266415588669
2018-05-13,geothermal,22051.5,227250000.0,10.305421399904768
2018-05-13,imports,122155.66666666666,60081166666.666664,491.8410116054106
2018-05-13,large hydro,54628.166666666664,0.0,0.0
2018-05-13,natural gas,67734.58333333333,33400833333.333332,493.1134390974576
2018-05-13,nuclear,54698.5,0.0,0.0
2018-05-13,other,0.0,0.0,
2018-05-13,small hydro,12119.583333333332,0.0,0.0
2018-05-13,solar,87556.58333333333,0.0,0.0
2018-05-13,wind,84326.58333333331,0.0,0.0
2018-05-14,batteries,149.91666666666666,0.0,0.0
2018-05-14,biogas,5358.583333333333,3012416666.6666665,562.1666174206491
2018-05-14,biomass,7109.416666666666,3363000000.0,473.03459027346366
2018-05-14,coal,519.4166666666667,432000000.0,831.7022300657788
2018-05-14,geothermal,21903.0,216000000.0,9.861662785919737
2018-05-14,imports,150966.3333333333,71407333333.33333,473.0017067823069
2018-05-14,large hydro,63610.416666666664,0.0,0.0
2018-05-14,natural gas,90984.91666666666,43033916666.666664,472.97857978291273
2018-05-14,nuclear,54710.0,0.0,0.0
2018-05-14,other,0.0,0.0,
2018-05-14,small hydro,11994.5,0.0,0.0
2018-05-14,solar,101338.5,0.0,0.0
2018-05-14,wind,66405.66666666667,0.0,0.0
2018-05-15,batteries,195.16666666666666,0.0,0.0
2018-05-15,biogas,5550.666666666667,3064000000.0,552.0057650732645
2018-05-15,biomass,6556.666666666666,3044250000.0,464.2984239959329
2018-05-15,coal,529.6666666666666,431583333.3333333,814.8206419131529
2018-05-15,geothermal,22226.666666666664,217500000.0,9.785542891421716
2018-05-15,imports,149882.0,69351916666.66666,462.7101097307659
2018-05-15,large hydro,67342.25,0.0,0.0
2018-05-15,natural gas,99308.41666666666,46340333333.33333,466.63047190528494
2018-05-15,nuclear,54668.33333333333,0.0,0.0
2018-05-15,other,0.0,0.0,
2018-05-15,small hydro,11689.5,0.0,0.0
2018-05-15,solar,105199.0,0.0,0.0
2018-05-15,wind,58931.0,0.0,0.0
2018-05-16,batteries,214.41666666666663,0.0,0.0
2018-05-16,biogas,5661.666666666666,3245416666.6666665,573.2263762143068
2018-05-16,biomass,6554.166666666666,3159583333.333333,482.07247298156386
2018-05-16,coal,527.3333333333333,445416666.6666666,844.6586599241467
2018-05-16,geothermal,22236.749999999996,226666666.66666666,10.193336106520363
2018-05-16,imports,161940.41666666666,78495916666.66666,484.72097504997976
2018-05-16,large hydro,64983.25,0.0,0.0
2018-05-16,natural gas,88715.91666666666,42840750000.0,482.8981270741534
2018-05-16,nuclear,54645.75,0.0,0.0
2018-05-16,other,0.0,0.0,
